"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG/SF","Kent Bazemore",5400,"CLE@ATL 11/30/2017 07:30PM ET",27.5,"ATL"
"SG/SF","Marcus Smart",5200,"PHI@BOS 11/30/2017 07:30PM ET",26.238,"BOS"
"C","Dewayne Dedmon",5100,"CLE@ATL 11/30/2017 07:30PM ET",25.038,"ATL"
"SF/PF","Jabari Parker",5100,"MIL@POR 11/30/2017 10:00PM ET",0,"MIL"
"SG/SF","J.J. Redick",5000,"PHI@BOS 11/30/2017 07:30PM ET",26.809,"PHI"
"PG/SG","Malcolm Brogdon",5000,"MIL@POR 11/30/2017 10:00PM ET",25,"MIL"
"PG/SG","Jamal Murray",5000,"CHI@DEN 11/30/2017 09:00PM ET",22.5,"DEN"
"PF","Bobby Portis",5000,"CHI@DEN 11/30/2017 09:00PM ET",25.545,"CHI"
"PF/C","Nikola Mirotic",5000,"CHI@DEN 11/30/2017 09:00PM ET",0,"CHI"
"PG/SG","Patrick Beverley",5000,"UTA@LAC 11/30/2017 10:30PM ET",25.977,"LAC"
"PF/C","Dario Saric",4900,"PHI@BOS 11/30/2017 07:30PM ET",22.408,"PHI"
"C","Robin Lopez",4900,"CHI@DEN 11/30/2017 09:00PM ET",24.224,"CHI"
"SG/SF","Joe Ingles",4900,"UTA@LAC 11/30/2017 10:30PM ET",24.369,"UTA"
"SG/SF","Taurean Prince",4800,"CLE@ATL 11/30/2017 07:30PM ET",26.063,"ATL"
"SF/PF","Wilson Chandler",4800,"CHI@DEN 11/30/2017 09:00PM ET",19.792,"DEN"
"PG","T.J. McConnell",4700,"PHI@BOS 11/30/2017 07:30PM ET",22.329,"PHI"
"SF/PF","Marcus Morris",4700,"PHI@BOS 11/30/2017 07:30PM ET",23.854,"BOS"
"C","John Henson",4700,"MIL@POR 11/30/2017 10:00PM ET",20.986,"MIL"
"PG/SG","Zach LaVine",4700,"CHI@DEN 11/30/2017 09:00PM ET",0,"CHI"
"SF/PF","Al-Farouq Aminu",4600,"MIL@POR 11/30/2017 10:00PM ET",24.028,"POR"
"PG/SG","Jerian Grant",4600,"CHI@DEN 11/30/2017 09:00PM ET",21.947,"CHI"
"SF/PF","Wesley Johnson",4400,"UTA@LAC 11/30/2017 10:30PM ET",17.921,"LAC"
"PF/C","Kenneth Faried",4300,"CHI@DEN 11/30/2017 09:00PM ET",11.25,"DEN"
"SG","Marco Belinelli",4200,"CLE@ATL 11/30/2017 07:30PM ET",21.663,"ATL"
"SG/SF","J.R. Smith",4100,"CLE@ATL 11/30/2017 07:30PM ET",17.369,"CLE"
"PG/SG","Terry Rozier",4100,"PHI@BOS 11/30/2017 07:30PM ET",20.92,"BOS"
"PF/C","Richaun Holmes",4000,"PHI@BOS 11/30/2017 07:30PM ET",10.219,"PHI"
"PF/C","Noah Vonleh",4000,"MIL@POR 11/30/2017 10:00PM ET",18.018,"POR"
"PG/SG","David Nwaba",4000,"CHI@DEN 11/30/2017 09:00PM ET",18.313,"CHI"
"SF/PF","Jonas Jerebko",4000,"UTA@LAC 11/30/2017 10:30PM ET",12.797,"UTA"
"PG/SG","Milos Teodosic",4000,"UTA@LAC 11/30/2017 10:30PM ET",13.125,"LAC"
"SF/PF","Jae Crowder",3900,"CLE@ATL 11/30/2017 07:30PM ET",15.583,"CLE"
"SG/SF","Evan Turner",3900,"MIL@POR 11/30/2017 10:00PM ET",18.238,"POR"
"PG","Emmanuel Mudiay",3900,"CHI@DEN 11/30/2017 09:00PM ET",19.688,"DEN"
"SG/SF","Thabo Sefolosha",3900,"UTA@LAC 11/30/2017 10:30PM ET",17.425,"UTA"
"SF/PF","Jeff Green",3800,"CLE@ATL 11/30/2017 07:30PM ET",17.964,"CLE"
"PG","Derrick Rose",3800,"CLE@ATL 11/30/2017 07:30PM ET",19.786,"CLE"
"PF/C","Tristan Thompson",3800,"CLE@ATL 11/30/2017 07:30PM ET",13.781,"CLE"
"PG/SG","Markelle Fultz",3800,"PHI@BOS 11/30/2017 07:30PM ET",12.438,"PHI"
"PF/C","Amir Johnson",3800,"PHI@BOS 11/30/2017 07:30PM ET",15.588,"PHI"
"SG/SF","Tony Snell",3800,"MIL@POR 11/30/2017 10:00PM ET",17.645,"MIL"
"PF/C","Thon Maker",3800,"MIL@POR 11/30/2017 10:00PM ET",13.237,"MIL"
"SF/PF","Luke Babbitt",3700,"CLE@ATL 11/30/2017 07:30PM ET",13.912,"ATL"
"SF/PF","Ersan Ilyasova",3700,"CLE@ATL 11/30/2017 07:30PM ET",13.611,"ATL"
"SF/PF","Juancho Hernangomez",3700,"CHI@DEN 11/30/2017 09:00PM ET",9.833,"DEN"
"SG/SF","Kyle Korver",3600,"CLE@ATL 11/30/2017 07:30PM ET",17.167,"CLE"
"PG/SG","Shabazz Napier",3600,"MIL@POR 11/30/2017 10:00PM ET",13.897,"POR"
"PG/SG","Alec Burks",3600,"UTA@LAC 11/30/2017 10:30PM ET",13.875,"UTA"
"SG/SF","Joe Johnson",3600,"UTA@LAC 11/30/2017 10:30PM ET",11.656,"UTA"
"PG/SG","Iman Shumpert",3500,"CLE@ATL 11/30/2017 07:30PM ET",12.192,"CLE"
"C","Mike Muscala",3500,"CLE@ATL 11/30/2017 07:30PM ET",16.333,"ATL"
"C","Aron Baynes",3500,"PHI@BOS 11/30/2017 07:30PM ET",15.523,"BOS"
"SF/PF","Maurice Harkless",3500,"MIL@POR 11/30/2017 10:00PM ET",14.333,"POR"
"PG/SF","DeAndre Liggins",3500,"MIL@POR 11/30/2017 10:00PM ET",7.797,"MIL"
"PF","Caleb Swanigan",3500,"MIL@POR 11/30/2017 10:00PM ET",8.038,"POR"
"PF/C","Mason Plumlee",3500,"CHI@DEN 11/30/2017 09:00PM ET",16,"DEN"
"SG/SF","Paul Zipser",3500,"CHI@DEN 11/30/2017 09:00PM ET",9.891,"CHI"
"SF/PF","Trey Lyles",3500,"CHI@DEN 11/30/2017 09:00PM ET",8.533,"DEN"
"PF/C","Montrezl Harrell",3500,"UTA@LAC 11/30/2017 10:30PM ET",9.538,"LAC"
"SF/PF","Sam Dekker",3500,"UTA@LAC 11/30/2017 10:30PM ET",7.266,"LAC"
"PG/SG","Malcolm Delaney",3400,"CLE@ATL 11/30/2017 07:30PM ET",12.559,"ATL"
"PF/C","Channing Frye",3400,"CLE@ATL 11/30/2017 07:30PM ET",10.026,"CLE"
"PG/SG","Jerryd Bayless",3400,"PHI@BOS 11/30/2017 07:30PM ET",17.077,"PHI"
"PF/C","Daniel Theis",3400,"PHI@BOS 11/30/2017 07:30PM ET",11.463,"BOS"
"SG/SF","Pat Connaughton",3400,"MIL@POR 11/30/2017 10:00PM ET",12.095,"POR"
"PG","Isaiah Taylor",3300,"CLE@ATL 11/30/2017 07:30PM ET",12.519,"ATL"
"PF","Tyler Cavanaugh",3300,"CLE@ATL 11/30/2017 07:30PM ET",8.045,"ATL"
"PF/C","Ed Davis",3300,"MIL@POR 11/30/2017 10:00PM ET",17.417,"POR"
"SG/SF","DeAndre' Bembry",3200,"CLE@ATL 11/30/2017 07:30PM ET",9.25,"ATL"
"PF/C","Ante Zizic",3200,"CLE@ATL 11/30/2017 07:30PM ET",3.536,"CLE"
"SG/SF","Timothe Luwawu-Cabarrot",3200,"PHI@BOS 11/30/2017 07:30PM ET",11.569,"PHI"
"SF/PF","Semi Ojeleye",3200,"PHI@BOS 11/30/2017 07:30PM ET",6.381,"BOS"
"PG","Shane Larkin",3200,"PHI@BOS 11/30/2017 07:30PM ET",5.809,"BOS"
"PG/SG","Matthew Dellavedova",3200,"MIL@POR 11/30/2017 10:00PM ET",12.962,"MIL"
"SF/PF","Mirza Teletovic",3200,"MIL@POR 11/30/2017 10:00PM ET",13.175,"MIL"
"PF/C","Meyers Leonard",3200,"MIL@POR 11/30/2017 10:00PM ET",9.5,"POR"
"SG","Sindarius Thornwell",3200,"UTA@LAC 11/30/2017 10:30PM ET",8.487,"LAC"
"PG","Raul Neto",3200,"UTA@LAC 11/30/2017 10:30PM ET",10.571,"UTA"
"PG","Antonio Blakeney",3100,"CHI@DEN 11/30/2017 09:00PM ET",12.111,"CHI"
"PG","Jose Calderon",3000,"CLE@ATL 11/30/2017 07:30PM ET",6.958,"CLE"
"PG","Josh Magette",3000,"CLE@ATL 11/30/2017 07:30PM ET",6.188,"ATL"
"PG/SG","Tyler Dorsey",3000,"CLE@ATL 11/30/2017 07:30PM ET",3.714,"ATL"
"SG/SF","Cedi Osman",3000,"CLE@ATL 11/30/2017 07:30PM ET",3.977,"CLE"
"SG","Nicolas Brussino",3000,"CLE@ATL 11/30/2017 07:30PM ET",1.25,"ATL"
"SG/SF","John Holland",3000,"CLE@ATL 11/30/2017 07:30PM ET",1.833,"CLE"
"PG","London Perrantes",3000,"CLE@ATL 11/30/2017 07:30PM ET",0,"CLE"
"C","Miles Plumlee",3000,"CLE@ATL 11/30/2017 07:30PM ET",-0.5,"ATL"
"SF/PF","Justin Anderson",3000,"PHI@BOS 11/30/2017 07:30PM ET",9.875,"PHI"
"C","Jahlil Okafor",3000,"PHI@BOS 11/30/2017 07:30PM ET",12.625,"PHI"
"PF","Abdel Nader",3000,"PHI@BOS 11/30/2017 07:30PM ET",3.432,"BOS"
"PF/C","Guerschon Yabusele",3000,"PHI@BOS 11/30/2017 07:30PM ET",4.393,"BOS"
"SG/SF","Furkan Korkmaz",3000,"PHI@BOS 11/30/2017 07:30PM ET",2.25,"PHI"
"PG/SF","Nik Stauskas",3000,"PHI@BOS 11/30/2017 07:30PM ET",2.75,"PHI"
"SG/SF","Gordon Hayward",3000,"PHI@BOS 11/30/2017 07:30PM ET",3.25,"BOS"
"PG","Jacob Pullen",3000,"PHI@BOS 11/30/2017 07:30PM ET",0,"PHI"
"PF","James Michael McAdoo",3000,"PHI@BOS 11/30/2017 07:30PM ET",5,"PHI"
"SG","Jabari Bird",3000,"PHI@BOS 11/30/2017 07:30PM ET",2.125,"BOS"
"SG","Kadeem Allen",3000,"PHI@BOS 11/30/2017 07:30PM ET",0,"BOS"
"SG","Gary Payton II",3000,"MIL@POR 11/30/2017 10:00PM ET",4.667,"MIL"
"PG/SF","Rashad Vaughn",3000,"MIL@POR 11/30/2017 10:00PM ET",5.344,"MIL"
"PF/C","D.J. Wilson",3000,"MIL@POR 11/30/2017 10:00PM ET",2.179,"MIL"
"PF/C","Zach Collins",3000,"MIL@POR 11/30/2017 10:00PM ET",1.833,"POR"
"SF/PF","Jake Layman",3000,"MIL@POR 11/30/2017 10:00PM ET",3.583,"POR"
"SG","Sterling Brown",3000,"MIL@POR 11/30/2017 10:00PM ET",4.45,"MIL"
"PG/SG","Jason Terry",3000,"MIL@POR 11/30/2017 10:00PM ET",4.958,"MIL"
"PG/SG","Wade Baldwin IV",3000,"MIL@POR 11/30/2017 10:00PM ET",0,"POR"
"PF","Joel Bolomboy",3000,"MIL@POR 11/30/2017 10:00PM ET",3.6,"MIL"
"SG/SF","C.J. Wilcox",3000,"MIL@POR 11/30/2017 10:00PM ET",0,"POR"
"PF/C","Cristiano Felicio",3000,"CHI@DEN 11/30/2017 09:00PM ET",9.181,"CHI"
"PG","Kay Felder",3000,"CHI@DEN 11/30/2017 09:00PM ET",7.938,"CHI"
"SG","Malik Beasley",3000,"CHI@DEN 11/30/2017 09:00PM ET",6.139,"DEN"
"SG/SF","Quincy Pondexter",3000,"CHI@DEN 11/30/2017 09:00PM ET",6.482,"CHI"
"SF/PF","Richard Jefferson",3000,"CHI@DEN 11/30/2017 09:00PM ET",2.6,"DEN"
"PG","Ryan Arcidiacono",3000,"CHI@DEN 11/30/2017 09:00PM ET",1.5,"CHI"
"PF","Darrell Arthur",3000,"CHI@DEN 11/30/2017 09:00PM ET",4.375,"DEN"
"SG/SF","Torrey Craig",3000,"CHI@DEN 11/30/2017 09:00PM ET",1.25,"DEN"
"PF","Tyler Lydon",3000,"CHI@DEN 11/30/2017 09:00PM ET",0,"DEN"
"PG","Monte Morris",3000,"CHI@DEN 11/30/2017 09:00PM ET",0,"DEN"
"PG/SG","Cameron Payne",3000,"CHI@DEN 11/30/2017 09:00PM ET",0,"CHI"
"PF/C","Ekpe Udoh",3000,"UTA@LAC 11/30/2017 10:30PM ET",11.333,"UTA"
"C","Willie Reed",3000,"UTA@LAC 11/30/2017 10:30PM ET",11.056,"LAC"
"PG","Jawun Evans",3000,"UTA@LAC 11/30/2017 10:30PM ET",8.125,"LAC"
"SF","Royce O'Neale",3000,"UTA@LAC 11/30/2017 10:30PM ET",4.75,"UTA"
"SG","C.J. Williams",3000,"UTA@LAC 11/30/2017 10:30PM ET",4.417,"LAC"
"PF/C","Brice Johnson",3000,"UTA@LAC 11/30/2017 10:30PM ET",6.125,"LAC"
"PF/C","Tony Bradley",3000,"UTA@LAC 11/30/2017 10:30PM ET",2,"UTA"
"SF/PF","Jamil Wilson",3000,"UTA@LAC 11/30/2017 10:30PM ET",1.25,"LAC"
"PG","Nate Wolters",3000,"UTA@LAC 11/30/2017 10:30PM ET",1.333,"UTA"
"PG/SG","Dante Exum",3000,"UTA@LAC 11/30/2017 10:30PM ET",0,"UTA"
"SF/PF","Eric Griffin",3000,"UTA@LAC 11/30/2017 10:30PM ET",0,"UTA"
