"Contest_ID","Contest_Name","Contest_Date","Max_Entry","Entry_Fee","Slate","Contest_Size"
50251099,"NBA SUPERSatellite to $3.15M Fantasy Football Millionaire [30x]",2017-12-01,20,"$0.25","Fri 700PM",2853
50323399,"NBA $350K Excellent 8s [$50K to 1st]",2017-12-02,150,"$8.00","Sat 730PM",51470
50323081,"NBA $100K Excellent 8’s (Early)",2017-12-02,150,"$8.00","Sat 100PM",14705
50323404,"NBA $200K Saturday Spin Move",2017-12-02,150,"$44.00","Sat 730PM",5300
50323393,"NBA $100K Sharpshooter [20 Entry Max]",2017-12-02,20,"$3.00","Sat 730PM",39635
50323395,"NBA $30K And-One [20 Entry Max]",2017-12-02,20,"$1.00","Sat 730PM",35671
50308092,"NBA GIANT $5 Double Up",2017-12-02,137,"$5.00","Sat 730PM",4597
50308096,"NBA GIANT $25 Double Up",2017-12-02,34,"$25.00","Sat 730PM",1149
50308095,"NBA $10 Double Up",2017-12-02,41,"$10.00","Sat 730PM",1379
50323078,"NBA $10K Sharpshooter [20 Entry Max] (Early)",2017-12-02,20,"$3.00","Sat 100PM",3963
50305263,"NBA $7.5K And-One (Early)",2017-12-02,20,"$1.00","Sat 100PM",8917
50305257,"NBA $3K Quarter Jukebox [Just $0.25!] (Early)",2017-12-02,20,"$0.25","Sat 100PM",14268
50305361,"NBA $6K And-One (Night)",2017-12-02,20,"$1.00","Sat 900PM",7134
50305362,"NBA $3K Sharpshooter (Night)",2017-12-02,20,"$3.00","Sat 900PM",1189
50323394,"NBA $10K Dunk [20 Entry Max]",2017-12-02,20,"$3.00","Sat 730PM",3963
50308097,"NBA $2 Double Up",2017-12-02,20,"$2.00","Sat 730PM",4597
50308093,"NBA GIANT $5 Double Up",2017-12-02,137,"$5.00","Sat 730PM",4597
50308050,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-02,20,"$0.25","Sat 730PM",47562
50305358,"NBA $2.5K Quarter Jukebox [Just $0.25!] (Night)",2017-12-02,20,"$0.25","Sat 900PM",11890
50479641,"NBA $400K Dunkfest Windmill [$100K to 1st!]",2017-12-04,74,"$180.00","Mon 700PM",2469
50478175,"NBA $425K Excellent 8’s [$50K to 1st!]",2017-12-04,150,"$8.00","Mon 700PM",62500
50478311,"NBA $125K Sharpshooter [20 Entry Max]",2017-12-04,20,"$3.00","Mon 700PM",49544
50477785,"NBA $150K Triple Threat",2017-12-04,150,"$33.00","Mon 700PM",5300
50477723,"NBA GIANT $5 Double Up",2017-12-04,137,"$5.00","Mon 700PM",4597
50477728,"NBA GIANT $25 Double Up",2017-12-04,41,"$25.00","Mon 700PM",1379
50477725,"NBA $10 Double Up",2017-12-04,51,"$10.00","Mon 700PM",1724
50478178,"NBA $30K And-One [20 Entry Max]",2017-12-04,20,"$1.00","Mon 700PM",35671
50477729,"NBA $2 Double Up",2017-12-04,20,"$2.00","Mon 700PM",5747
50477724,"NBA GIANT $5 Double Up",2017-12-04,137,"$5.00","Mon 700PM",4597
50478176,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-04,20,"$0.25","Mon 700PM",47562
50478308,"NBA $10K Dunk [20 Entry Max]",2017-12-04,20,"$3.00","Mon 700PM",3963
50531299,"NBA $450K Excellent 8’s [$50K to 1st!]",2017-12-05,150,"$8.00","Tue 730PM",66176
50531302,"NBA $135K Sharpshooter [20 Entry Max]",2017-12-05,20,"$3.00","Tue 730PM",53507
50531113,"NBA $140K Triple Threat",2017-12-05,148,"$33.00","Tue 730PM",4947
50531301,"NBA $35K And-One [20 Entry Max]",2017-12-05,20,"$1.00","Tue 730PM",41617
50511479,"NBA GIANT $5 Double Up",2017-12-05,137,"$5.00","Tue 730PM",4597
50511484,"NBA $10 Double Up",2017-12-05,34,"$10.00","Tue 730PM",1149
50531300,"NBA $10K Dunk [20 Entry Max]",2017-12-05,20,"$3.00","Tue 730PM",3963
50510975,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-05,20,"$0.25","Tue 730PM",47562
50511487,"NBA $2 Double Up",2017-12-05,20,"$2.00","Tue 730PM",3448
50511485,"NBA $5 Double Up",2017-12-05,55,"$5.00","Tue 730PM",1839
50522691,"NBA $6K And-One (Night)",2017-12-05,20,"$1.00","Tue 800PM",7134
50522692,"NBA $3K Sharpshooter (Night)",2017-12-05,20,"$3.00","Tue 800PM",1189
50522689,"NBA $2K Quarter Jukebox [Just $0.25!] (Night)",2017-12-05,20,"$0.25","Tue 800PM",9512
50570923,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-06,20,"$0.25","Wed 700PM",47562
50570907,"NBA GIANT $5 Double Up",2017-12-06,100,"$5.00","Wed 700PM",5747
50570914,"NBA GIANT $25 Double Up",2017-12-06,55,"$25.00","Wed 700PM",1839
50570913,"NBA GIANT $10 Double Up",2017-12-06,68,"$10.00","Wed 700PM",2298
50577324,"NBA $10K And-One (Night)",2017-12-06,20,"$1.00","Wed 830PM",11890
50577322,"NBA $3K Sharpshooter (Night)",2017-12-06,20,"$3.00","Wed 830PM",1189
50570918,"NBA $2 Double Up",2017-12-06,20,"$2.00","Wed 700PM",5747
50570908,"NBA GIANT $5 Double Up",2017-12-06,137,"$5.00","Wed 700PM",4597
50577320,"NBA $2.5K Quarter Jukebox [Just $0.25!] (Night)",2017-12-06,20,"$0.25","Wed 830PM",11890
50981866,"NBA $650K 10 Out Of 10 MONSTER Jam [$100K to 1st]",2017-12-12,150,"$10.00","Tue 700PM",76470
50982230,"NBA $275K Medium Dunkfest 540° Throw Down Encore",2017-12-12,150,"$54.00","Tue 700PM",5787
50982227,"NBA $125K Sharpshooter [20 Entry Max]",2017-12-12,20,"$3.00","Tue 700PM",49544
50963911,"NBA GIANT $5 Double Up",2017-12-12,137,"$5.00","Tue 700PM",4597
50963917,"NBA GIANT $25 Double Up",2017-12-12,48,"$25.00","Tue 700PM",1609
50963916,"NBA GIANT $10 Double Up",2017-12-12,68,"$10.00","Tue 700PM",2298
50967314,"Experience and Trip Only  Football Championship in Miami",2017-12-12,20,"$4.00","Tue 700PM",1783
50982224,"NBA $30K And-One [20 Entry Max]",2017-12-12,20,"$1.00","Tue 700PM",35671
50974106,"NBA $10K Dunk [20 Entry Max]",2017-12-12,20,"$3.00","Tue 700PM",3963
50963918,"NBA $2 Double Up",2017-12-12,20,"$2.00","Tue 700PM",4597
50963912,"NBA GIANT $5 Double Up",2017-12-12,137,"$5.00","Tue 700PM",4597
50963928,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-12,20,"$0.25","Tue 700PM",47562
50963921,"NBA $2 Double Up",2017-12-12,20,"$2.00","Tue 700PM",1149
50960789,"NBA $10K And-One (Night)",2017-12-12,20,"$1.00","Tue 930PM",11890
50960787,"NBA $5K Four Point Play [20 Entry Max] (Night)",2017-12-12,20,"$4.00","Tue 930PM",1486
50960788,"NBA $3K Sharpshooter (Night)",2017-12-12,20,"$3.00","Tue 930PM",1189
50960786,"NBA $2K Layup (Night)",2017-12-12,20,"$2.00","Tue 930PM",1189
50960783,"NBA $3K Quarter Jukebox [Just $0.25!] (Night)",2017-12-12,20,"$0.25","Tue 930PM",14268
51039923,"NBA $550K 180 Dunkfest Windmill [100K to 1st!]",2017-12-13,101,"$180.00","Wed 700PM",3395
51039092,"NBA $425K Excellent 8’s [$50K to 1st!]",2017-12-13,150,"$8.00","Wed 700PM",62500
51039098,"NBA $125K Sharpshooter [20 Entry Max]",2017-12-13,20,"$3.00","Wed 700PM",49544
51039097,"NBA $160K Triple Threat",2017-12-13,150,"$33.00","Wed 700PM",5654
51021935,"NBA GIANT $5 Double Up",2017-12-13,100,"$5.00","Wed 700PM",5747
51021940,"NBA GIANT $25 Double Up",2017-12-13,41,"$25.00","Wed 700PM",1379
51039094,"NBA $30K And-One [20 Entry Max]",2017-12-13,20,"$1.00","Wed 700PM",35671
51021938,"NBA $10 Double Up",2017-12-13,51,"$10.00","Wed 700PM",1724
51021946,"NBA $2 Double Up",2017-12-13,20,"$2.00","Wed 700PM",5747
51021936,"NBA GIANT $5 Double Up",2017-12-13,137,"$5.00","Wed 700PM",4597
51021951,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-13,20,"$0.25","Wed 700PM",47562
51021952,"NBA $10K Dunk [20 Entry Max]",2017-12-13,20,"$3.00","Wed 700PM",3963
51022436,"NBA $12.5K And-One (Night)",2017-12-13,20,"$1.00","Wed 900PM",14863
51022433,"NBA $5K Four Point Play [20 Entry Max] (Night)",2017-12-13,20,"$4.00","Wed 900PM",1486
51022434,"NBA $3K Sharpshooter (Night)",2017-12-13,20,"$3.00","Wed 900PM",1189
51022429,"NBA $3K Quarter Jukebox [Just $0.25!] (Night)",2017-12-13,20,"$0.25","Wed 900PM",14268
51022432,"NBA $2K Layup (Night)",2017-12-13,20,"$2.00","Wed 900PM",1189
51039923,"NBA $550K 180 Dunkfest Windmill [100K to 1st!]",2017-12-13,101,"$180.00","Wed 700PM",3395
51039092,"NBA $425K Excellent 8’s [$50K to 1st!]",2017-12-13,150,"$8.00","Wed 700PM",62500
51039098,"NBA $125K Sharpshooter [20 Entry Max]",2017-12-13,20,"$3.00","Wed 700PM",49544
51039097,"NBA $160K Triple Threat",2017-12-13,150,"$33.00","Wed 700PM",5654
51021935,"NBA GIANT $5 Double Up",2017-12-13,100,"$5.00","Wed 700PM",5747
51021940,"NBA GIANT $25 Double Up",2017-12-13,41,"$25.00","Wed 700PM",1379
51039094,"NBA $30K And-One [20 Entry Max]",2017-12-13,20,"$1.00","Wed 700PM",35671
51021938,"NBA $10 Double Up",2017-12-13,51,"$10.00","Wed 700PM",1724
51021946,"NBA $2 Double Up",2017-12-13,20,"$2.00","Wed 700PM",5747
51021936,"NBA GIANT $5 Double Up",2017-12-13,137,"$5.00","Wed 700PM",4597
51021952,"NBA $10K Dunk [20 Entry Max]",2017-12-13,20,"$3.00","Wed 700PM",3963
51021951,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-13,20,"$0.25","Wed 700PM",47562
51022436,"NBA $12.5K And-One (Night)",2017-12-13,20,"$1.00","Wed 900PM",14863
51022433,"NBA $5K Four Point Play [20 Entry Max] (Night)",2017-12-13,20,"$4.00","Wed 900PM",1486
51022434,"NBA $3K Sharpshooter (Night)",2017-12-13,20,"$3.00","Wed 900PM",1189
51022429,"NBA $3K Quarter Jukebox [Just $0.25!] (Night)",2017-12-13,20,"$0.25","Wed 900PM",14268
51022432,"NBA $2K Layup (Night)",2017-12-13,20,"$2.00","Wed 900PM",1189
51115881,"NBA $450K Excellent 8’s [$50K to 1st!]",2017-12-14,150,"$8.00","Thu 730PM",66176
51115888,"NBA $175K Triple Threat",2017-12-14,150,"$33.00","Thu 730PM",6184
51115889,"NBA $135K Sharpshooter [20 Entry Max]",2017-12-14,20,"$3.00","Thu 730PM",53507
51115885,"NBA $30K And-One [20 Entry Max]",2017-12-14,20,"$1.00","Thu 730PM",35671
51096587,"NBA GIANT $5 Double Up",2017-12-14,137,"$5.00","Thu 730PM",4597
51096593,"NBA GIANT $25 Double Up",2017-12-14,41,"$25.00","Thu 730PM",1379
51096605,"NBA $10K Dunk [20 Entry Max]",2017-12-14,20,"$3.00","Thu 730PM",3963
51096590,"NBA $10 Double Up",2017-12-14,34,"$10.00","Thu 730PM",1149
51096600,"NBA $2 Double Up",2017-12-14,20,"$2.00","Thu 730PM",3448
51096588,"NBA $5 Double Up",2017-12-14,103,"$5.00","Thu 730PM",3448
51096604,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-14,20,"$0.25","Thu 730PM",47562
51098995,"NBA $8K And-One (Night)",2017-12-14,20,"$1.00","Thu 800PM",9512
51098993,"NBA $2.5K Quarter Jukebox [Just $0.25!] (Night)",2017-12-14,20,"$0.25","Thu 800PM",11890
51215522,"NBA $350K Excellent 8s [$50K to 1st]",2017-12-16,150,"$8.00","Sat 700PM",51470
51215524,"NBA $175K Triple Threat",2017-12-16,150,"$33.00","Sat 700PM",6184
51215515,"NBA $100K Sharpshooter [20 Entry Max]",2017-12-16,20,"$3.00","Sat 700PM",39635
51215518,"NBA $20K And-One",2017-12-16,20,"$1.00","Sat 700PM",23781
51201752,"NBA $5 Double Up",2017-12-16,103,"$5.00","Sat 700PM",3448
51201758,"NBA $10 Double Up",2017-12-16,34,"$10.00","Sat 700PM",1149
51201770,"NBA $10K Dunk [20 Entry Max]",2017-12-16,20,"$3.00","Sat 700PM",3963
51201766,"NBA $2 Double Up",2017-12-16,20,"$2.00","Sat 700PM",2873
51201755,"NBA $5 Double Up",2017-12-16,68,"$5.00","Sat 700PM",2298
51200040,"NBA $10K And-One (Night)",2017-12-16,20,"$1.00","Sat 830PM",11890
51200036,"NBA $4K Four Point Play (Night)",2017-12-16,20,"$4.00","Sat 830PM",1189
51200038,"NBA $3K Sharpshooter (Night)",2017-12-16,20,"$3.00","Sat 830PM",1189
51201774,"NBA $7.5K Quarter Jukebox [Just $0.25!]",2017-12-16,20,"$0.25","Sat 700PM",35671
51200032,"NBA $3K Quarter Jukebox [Just $0.25!] (Night)",2017-12-16,20,"$0.25","Sat 830PM",14268
51400659,"NBA $425K Excellent 8’s [$50K to 1st!]",2017-12-19,150,"$8.00","Tue 700PM",62500
51400666,"NBA $120K Sharpshooter [20 Entry Max]",2017-12-19,20,"$3.00","Tue 700PM",47562
51400669,"NBA $115K Triple Threat",2017-12-19,121,"$33.00","Tue 700PM",4063
51400661,"NBA $30K And-One [20 Entry Max]",2017-12-19,20,"$1.00","Tue 700PM",35671
51379728,"NBA $5 Double Up",2017-12-19,55,"$5.00","Tue 700PM",1839
51379736,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-19,20,"$0.25","Tue 700PM",47562
51379733,"NBA $2 Double Up",2017-12-19,20,"$2.00","Tue 700PM",2298
51379729,"NBA $5 Double Up",2017-12-19,55,"$5.00","Tue 700PM",1839
51379748,"NBA Holiday Classic SUPERSat [30x]",2017-12-19,20,"$0.25","Tue 700PM",1141
51429903,"NBA $250K West Coast Special [$50K to 1st, $5K Added Value] (Night)",2017-12-20,150,"$8.00","Wed 1030PM",36764
51439101,"NBA $200K Finger Wag",2017-12-20,123,"$55.00","Wed 700PM",4132
51439099,"NBA $110K Sharpshooter [20 Entry Max]",2017-12-20,20,"$3.00","Wed 700PM",43598
51439096,"NBA $30K And-One [20 Entry Max]",2017-12-20,20,"$1.00","Wed 700PM",35671
51424722,"NBA GIANT $5 Double Up",2017-12-20,137,"$5.00","Wed 700PM",4597
51424728,"NBA GIANT $25 Double Up",2017-12-20,41,"$25.00","Wed 700PM",1379
51429902,"NBA $15K And-One (Night)",2017-12-20,20,"$1.00","Wed 1030PM",17835
51429901,"NBA $10K Four Point Play [20 Entry Max] (Night)",2017-12-20,20,"$4.00","Wed 1030PM",2972
51424726,"NBA $10 Double Up",2017-12-20,41,"$10.00","Wed 700PM",1379
51424736,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-20,20,"$0.25","Wed 700PM",47562
51424729,"NBA $2 Double Up",2017-12-20,20,"$2.00","Wed 700PM",4597
51424723,"NBA GIANT $5 Double Up",2017-12-20,137,"$5.00","Wed 700PM",4597
51429660,"NBA $10K Excellent 8’s (Turbo)",2017-12-20,44,"$8.00","Wed 730PM",1470
51429656,"NBA $4K And-One (Turbo)",2017-12-20,20,"$1.00","Wed 730PM",4756
51429658,"NBA $3K Sharpshooter (Turbo)",2017-12-20,20,"$3.00","Wed 730PM",1189
51429778,"NBA $10K Excellent 8’s (Turbo)",2017-12-20,44,"$8.00","Wed 900PM",1470
51429776,"NBA $3K Sharpshooter (Turbo)",2017-12-20,20,"$3.00","Wed 900PM",1189
51429775,"NBA $3K And-One (Turbo)",2017-12-20,20,"$1.00","Wed 900PM",3567
51429899,"NBA $3K Sharpshooter (Night)",2017-12-20,20,"$3.00","Wed 1030PM",1189
51429655,"NBA $1.5K Quarter Jukebox [Just $0.25!] (Turbo)",2017-12-20,20,"$0.25","Wed 730PM",7134
51424764,"NBA Holiday Classic SUPERSat [100x]",2017-12-20,20,"$0.25","Wed 700PM",3804
51429773,"NBA $1.5K Quarter Jukebox [Just $0.25!] (Turbo)",2017-12-20,20,"$0.25","Wed 900PM",7134
51429893,"NBA $3K Quarter Jukebox [Just $0.25!] (Night)",2017-12-20,20,"$0.25","Wed 1030PM",14268
51429897,"NBA $2K Layup (Night)",2017-12-20,20,"$2.00","Wed 1030PM",1189
51547676,"NBA $350K Excellent 8s [$50K to 1st]",2017-12-22,150,"$8.00","Fri 700PM",51470
51547678,"NBA $110K Sharpshooter [20 Entry Max]",2017-12-22,20,"$3.00","Fri 700PM",43598
51547679,"NBA $150K Triple Threat",2017-12-22,150,"$33.00","Fri 700PM",5300
51534428,"NBA $25K And-One [20 Entry Max]",2017-12-22,20,"$1.00","Fri 700PM",29726
51534375,"NBA GIANT $5 Double Up",2017-12-22,137,"$5.00","Fri 700PM",4597
51534397,"NBA GIANT $25 Double Up",2017-12-22,34,"$25.00","Fri 700PM",1149
51534390,"NBA $10 Double Up",2017-12-22,34,"$10.00","Fri 700PM",1149
51542053,"NBA $12.5K And-One (Night)",2017-12-22,20,"$1.00","Fri 1000PM",14863
51542049,"NBA $10K Four Point Play [20 Entry Max] (Night)",2017-12-22,20,"$4.00","Fri 1000PM",2972
51542040,"NBA $3K Sharpshooter (Night)",2017-12-22,20,"$3.00","Fri 1000PM",1189
51541969,"NBA $10K Excellent 8’s (Turbo)",2017-12-22,44,"$8.00","Fri 800PM",1470
51541967,"NBA $3K Sharpshooter (Turbo)",2017-12-22,20,"$3.00","Fri 800PM",1189
51541966,"NBA $3K And-One (Turbo)",2017-12-22,20,"$1.00","Fri 800PM",3567
51534423,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-22,20,"$0.25","Fri 700PM",47562
51534399,"NBA $2 Double Up",2017-12-22,20,"$2.00","Fri 700PM",4597
51534379,"NBA GIANT $5 Double Up",2017-12-22,137,"$5.00","Fri 700PM",4597
51542037,"NBA $2K Layup (Night)",2017-12-22,20,"$2.00","Fri 1000PM",1189
51542027,"NBA $3K Quarter Jukebox [Just $0.25!] (Night)",2017-12-22,20,"$0.25","Fri 1000PM",14268
51541965,"NBA $1K Quarter Jukebox [Just $0.25!] (Turbo)",2017-12-22,20,"$0.25","Fri 800PM",4756
51535113,"NBA Holiday Classic SUPERSat [75x]",2017-12-22,20,"$0.25","Fri 700PM",2853
51593892,"NBA $300K Excellent 8’s [$50K to 1st]",2017-12-23,150,"$8.00","Sat 700PM",44117
51593897,"NBA $110K Sharpshooter [20 Entry Max]",2017-12-23,20,"$3.00","Sat 700PM",43598
51593893,"NBA $140K Triple Threat",2017-12-23,148,"$33.00","Sat 700PM",4947
51577291,"NBA $25K And-One [20 Entry Max]",2017-12-23,20,"$1.00","Sat 700PM",29726
51577274,"NBA $5 Double Up",2017-12-23,103,"$5.00","Sat 700PM",3448
51577287,"NBA $2 Double Up",2017-12-23,20,"$2.00","Sat 700PM",3448
51577275,"NBA $5 Double Up",2017-12-23,68,"$5.00","Sat 700PM",2298
51577295,"NBA $7.5K Quarter Jukebox [Just $0.25!]",2017-12-23,20,"$0.25","Sat 700PM",35671
51578776,"LAST SHOT  NBA Holiday Classic SUPERSat [300x]",2017-12-23,20,"$0.25","Sat 700PM",11414
51578778,"LAST SHOT  NBA Holiday Classic SUPERSat [300x]",2017-12-23,20,"$1.00","Sat 700PM",2853
51655404,"NBA $700K Holiday Classic [$100K to 1st!]",2017-12-25,150,"$8.00","Mon 1200PM",102941
51655397,"NBA $200K Triple Threat",2017-12-25,150,"$33.00","Mon 1200PM",7067
51655393,"NBA $100K Sharpshooter [20 Entry Max]",2017-12-25,20,"$3.00","Mon 1200PM",39635
51655403,"NBA $50K And One [20 Entry Max]",2017-12-25,20,"$1.00","Mon 1200PM",59453
51655529,"NBA GIANT $5 Double Up",2017-12-25,137,"$5.00","Mon 1200PM",4597
51655535,"NBA GIANT $25 Double Up",2017-12-25,55,"$25.00","Mon 1200PM",1839
51655532,"NBA $10 Double Up",2017-12-25,51,"$10.00","Mon 1200PM",1724
51655540,"NBA $2 Double Up",2017-12-25,20,"$2.00","Mon 1200PM",5747
51611379,"NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-25,20,"$0.25","Mon 1200PM",47562
51611770,"NBA $3K Layup",2017-12-25,20,"$2.00","Mon 1200PM",1783
51747402,"NBA $1M Big FREEZE [$150K to 1st]",2017-12-26,150,"$8.00","Tue 700PM",147058
