"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"PF/C","Frank Kaminsky",3800,"CHA@TOR 11/29/2017 07:30PM ET",19.208,"CHA","TOR",16.4,15.8,30.75
"PF","Pascal Siakam",3800,"CHA@TOR 11/29/2017 07:30PM ET",18.819,"TOR","CHA",22.91,23.1,15
"SF/PF","Marvin Williams",3700,"CHA@TOR 11/29/2017 07:30PM ET",18.711,"CHA","TOR",21.81,20.4,15.25
"SF/PF","Michael Beasley",3600,"MIA@NY 11/29/2017 07:30PM ET",12.857,"NY","MIA",0,0,0
"PF/C","Bam Adebayo",3600,"MIA@NY 11/29/2017 07:30PM ET",9.5,"MIA","NY",19.48,20.1,18.75
"C","Cody Zeller",3600,"CHA@TOR 11/29/2017 07:30PM ET",17.683,"CHA","TOR",16.16,15.1,12
"SF/PF","OG Anunoby",3600,"CHA@TOR 11/29/2017 07:30PM ET",12.921,"TOR","CHA",13.19,12.1,5.25
"PG/SG","Malik Monk",3600,"CHA@TOR 11/29/2017 07:30PM ET",13.103,"CHA","TOR",15.47,13.7,21
"PG/SG","Frank Ntilikina",3500,"MIA@NY 11/29/2017 07:30PM ET",14.278,"NY","MIA",0,0,0
"PG/SG","Delon Wright",3500,"CHA@TOR 11/29/2017 07:30PM ET",16.536,"TOR","CHA",0,0,0
"C","Joakim Noah",3400,"MIA@NY 11/29/2017 07:30PM ET",5.25,"NY","MIA",0,0,0
"PF/C","Guillermo Hernangomez",3400,"MIA@NY 11/29/2017 07:30PM ET",9.896,"NY","MIA",0,0,0
"C","Lucas Nogueira",3400,"CHA@TOR 11/29/2017 07:30PM ET",11.547,"TOR","CHA",3.97,0,6.75
"PG","Fred VanVleet",3400,"CHA@TOR 11/29/2017 07:30PM ET",13.395,"TOR","CHA",15.93,16.2,23.75
"PF/C","Jakob Poeltl",3400,"CHA@TOR 11/29/2017 07:30PM ET",14.974,"TOR","CHA",9.88,9.8,10
"SF/PF","Doug McDermott",3300,"MIA@NY 11/29/2017 07:30PM ET",13.975,"NY","MIA",0,0,0
"SG/SF","Dwayne Bacon",3300,"CHA@TOR 11/29/2017 07:30PM ET",11.895,"CHA","TOR",6,6.5,1.25
"SF/PF","Lance Thomas",3200,"MIA@NY 11/29/2017 07:30PM ET",7.426,"NY","MIA",0,0,0
"SG","Damyean Dotson",3200,"MIA@NY 11/29/2017 07:30PM ET",4.417,"NY","MIA",0,0,0
"PG","Ramon Sessions",3100,"MIA@NY 11/29/2017 07:30PM ET",12.464,"NY","MIA",0,0,0
"PF/C","Udonis Haslem",3000,"MIA@NY 11/29/2017 07:30PM ET",2,"MIA","NY",0,0,0
"SG/SF","Rodney McGruder",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"MIA","NY",0,0,0
"SF/PF","Okaro White",3000,"MIA@NY 11/29/2017 07:30PM ET",8.45,"MIA","NY",0,0,0
"PG/SG","Ron Baker",3000,"MIA@NY 11/29/2017 07:30PM ET",9,"NY","MIA",0,0,0
"C","AJ Hammons",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"MIA","NY",0,0,0
"SG","Matt Williams",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"MIA","NY",0,0,0
"PG/SG","Derrick Walton",3000,"MIA@NY 11/29/2017 07:30PM ET",0.813,"MIA","NY",0,0,0
"PF/C","Jordan Mickey",3000,"MIA@NY 11/29/2017 07:30PM ET",11.083,"MIA","NY",0,0,4.5
"PF","Luke Kornet",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"NY","MIA",0,0,0
"PF","Isaiah Hicks",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"NY","MIA",0,0,0
"PG/SG","Julyan Stone",3000,"CHA@TOR 11/29/2017 07:30PM ET",9.625,"CHA","TOR",0,0,0
"PG","Lorenzo Brown",3000,"CHA@TOR 11/29/2017 07:30PM ET",6.063,"TOR","CHA",0,0,0
"PF","Alfonzo McKinnie",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.964,"TOR","CHA",0,0,0
"PF/C","Johnny O'Bryant III",3000,"CHA@TOR 11/29/2017 07:30PM ET",10.179,"CHA","TOR",0,0,0
"PF","Malcolm Miller",3000,"CHA@TOR 11/29/2017 07:30PM ET",0,"TOR","CHA",0,0,0
"SG/SF","Treveon Graham",3000,"CHA@TOR 11/29/2017 07:30PM ET",11.205,"CHA","TOR",0,0,0
"PG","Marcus Paige",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.5,"CHA","TOR",0,0,0
"PF/C","Mangok Mathiang",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.5,"CHA","TOR",0,0,0
"SF","Bruno Caboclo",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.375,"TOR","CHA",0,0,0
